"row"	"col"	"yield"
1	1	14.8
2	1	15.2
3	1	13.4
4	1	12.7
5	1	13
6	1	13
7	1	8.5
8	1	12.3
9	1	12.5
10	1	14.9
1	2	2.7
2	2	4.3
3	2	2.7
4	2	2.9
5	2	3.4
6	2	2.2
7	2	2.7
8	2	3
9	2	2.9
10	2	3.7
1	3	2.4
2	3	4.7
3	3	3.3
4	3	3.5
5	3	3.6
6	3	2.7
7	3	2.8
8	3	3
9	3	3.1
10	3	3.3
1	4	3.8
2	4	2.3
3	4	3.2
4	4	2.2
5	4	1.9
6	4	2.2
7	4	2.5
8	4	1.4
9	4	3.6
10	4	2.8
1	5	2.9
2	5	1.5
3	5	3.7
4	5	3.9
5	5	3.2
6	5	2.2
7	5	2.6
8	5	2.9
9	5	2.5
10	5	1.9
1	6	3.4
2	6	3.8
3	6	3.2
4	6	3.6
5	6	3.3
6	6	2.5
7	6	2
8	6	2.7
9	6	1.7
10	6	3
1	7	2.8
2	7	4
3	7	2.2
4	7	3
5	7	2.9
6	7	1.4
7	7	1.7
8	7	2.6
9	7	2.8
10	7	3.3
1	8	4.5
2	8	4
3	8	4.4
4	8	3.4
5	8	4.3
6	8	3
7	8	1.9
8	8	3.6
9	8	2.4
10	8	2.2
1	9	2.6
2	9	3.4
3	9	3
4	9	2.9
5	9	2.8
6	9	1.3
7	9	2.6
8	9	1.9
9	9	1.7
10	9	2
1	10	3.2
2	10	3.4
3	10	3.6
4	10	2.4
5	10	2.1
6	10	1.9
7	10	2.6
8	10	1.8
9	10	2.3
10	10	2.4
1	11	1.7
2	11	2.1
3	11	2.8
4	11	2.1
5	11	1.7
6	11	2
7	11	2.6
8	11	3.7
9	11	3.6
10	11	3.8
1	12	1.7
2	12	3.2
3	12	1.4
4	12	1.7
5	12	2.8
6	12	1.6
7	12	2.1
8	12	4.1
9	12	2.7
10	12	3
1	13	2.7
2	13	2.7
3	13	2.8
4	13	2.6
5	13	2.8
6	13	1.9
7	13	3.4
8	13	2.1
9	13	3
10	13	2.5
1	14	3
2	14	3
3	14	2
4	14	3
5	14	3.4
6	14	2.1
7	14	2.4
8	14	2.8
9	14	3.7
10	14	3.4
1	15	2.7
2	15	4.9
3	15	2.6
4	15	3.2
5	15	3.4
6	15	2.1
7	15	3
8	15	2.8
9	15	3.6
10	15	4
1	16	3.8
2	16	2.3
3	16	3.4
4	16	2.9
5	16	2.4
6	16	2.4
7	16	2
8	16	2.9
9	16	1.3
10	16	1.9
1	17	3.4
2	17	1.4
3	17	3.1
4	17	3.6
5	17	2.1
6	17	1.7
7	17	1.4
8	17	1.1
9	17	2
10	17	1.7
