"row"	"col"	"yield"	"year"
1	1	19.8	"1916"
2	1	20.5	"1916"
3	1	20	"1916"
4	1	20	"1916"
5	1	20	"1916"
6	1	25	"1916"
7	1	21.5	"1916"
8	1	22.5	"1916"
9	1	23.5	"1916"
10	1	21.5	"1916"
11	1	23	"1916"
12	1	21	"1916"
13	1	21	"1916"
14	1	22.5	"1916"
15	1	23	"1916"
16	1	20	"1916"
17	1	23.5	"1916"
18	1	20	"1916"
19	1	22.5	"1916"
20	1	23	"1916"
21	1	21	"1916"
22	1	20.5	"1916"
23	1	22.5	"1916"
24	1	23.5	"1916"
25	1	22.5	"1916"
26	1	23.5	"1916"
27	1	22	"1916"
28	1	21	"1916"
29	1	21.5	"1916"
30	1	20.5	"1916"
31	1	22	"1916"
32	1	22.5	"1916"
33	1	19.5	"1916"
34	1	17	"1916"
35	1	18	"1916"
36	1	20.5	"1916"
37	1	20	"1916"
38	1	24.5	"1916"
39	1	20	"1916"
40	1	24	"1916"
41	1	24.5	"1916"
42	1	22	"1916"
43	1	24.5	"1916"
44	1	20.5	"1916"
45	1	24.5	"1916"
46	1	22	"1916"
47	1	21.5	"1916"
48	1	22.5	"1916"
1	2	21	"1916"
2	2	23.5	"1916"
3	2	24	"1916"
4	2	20	"1916"
5	2	20.5	"1916"
6	2	25	"1916"
7	2	24	"1916"
8	2	24.5	"1916"
9	2	23.5	"1916"
10	2	21	"1916"
11	2	22.5	"1916"
12	2	22.5	"1916"
13	2	22	"1916"
14	2	22.5	"1916"
15	2	22	"1916"
16	2	20	"1916"
17	2	20.5	"1916"
18	2	20	"1916"
19	2	22	"1916"
20	2	20.5	"1916"
21	2	23	"1916"
22	2	22	"1916"
23	2	23.5	"1916"
24	2	20.5	"1916"
25	2	25	"1916"
26	2	23	"1916"
27	2	21	"1916"
28	2	20.5	"1916"
29	2	19.5	"1916"
30	2	21	"1916"
31	2	20	"1916"
32	2	23.5	"1916"
33	2	20.5	"1916"
34	2	18.5	"1916"
35	2	19	"1916"
36	2	21	"1916"
37	2	22.5	"1916"
38	2	22	"1916"
39	2	21	"1916"
40	2	22	"1916"
41	2	22.5	"1916"
42	2	22.5	"1916"
43	2	21.5	"1916"
44	2	21	"1916"
45	2	24	"1916"
46	2	23.5	"1916"
47	2	22	"1916"
48	2	20	"1916"
1	1	26.3	"1918"
2	1	24.6	"1918"
3	1	27.2	"1918"
4	1	26.9	"1918"
5	1	23.4	"1918"
6	1	26.5	"1918"
7	1	25.8	"1918"
8	1	28.5	"1918"
9	1	22.3	"1918"
10	1	25.2	"1918"
11	1	23.8	"1918"
12	1	28.5	"1918"
13	1	24.2	"1918"
14	1	22.8	"1918"
15	1	29.5	"1918"
16	1	22	"1918"
17	1	24.2	"1918"
18	1	22	"1918"
19	1	24.2	"1918"
20	1	26.8	"1918"
21	1	25.2	"1918"
22	1	24.5	"1918"
23	1	25.4	"1918"
24	1	24.3	"1918"
25	1	23.8	"1918"
26	1	21.5	"1918"
27	1	20	"1918"
28	1	22.3	"1918"
29	1	21	"1918"
30	1	20.2	"1918"
31	1	24	"1918"
32	1	19.8	"1918"
33	1	21.2	"1918"
34	1	21.4	"1918"
35	1	21	"1918"
36	1	22.5	"1918"
37	1	25.7	"1918"
38	1	23.2	"1918"
39	1	22	"1918"
40	1	21.4	"1918"
41	1	22.3	"1918"
42	1	19	"1918"
43	1	23.3	"1918"
44	1	23	"1918"
45	1	20.1	"1918"
46	1	21.3	"1918"
47	1	19.6	"1918"
48	1	18	"1918"
1	2	22.8	"1918"
2	2	29.1	"1918"
3	2	27.7	"1918"
4	2	26.2	"1918"
5	2	24.8	"1918"
6	2	24.2	"1918"
7	2	24	"1918"
8	2	22.5	"1918"
9	2	24.2	"1918"
10	2	23.8	"1918"
11	2	22.5	"1918"
12	2	23.2	"1918"
13	2	22.6	"1918"
14	2	23	"1918"
15	2	25.2	"1918"
16	2	22.2	"1918"
17	2	22	"1918"
18	2	21.3	"1918"
19	2	22.6	"1918"
20	2	21.5	"1918"
21	2	23	"1918"
22	2	23.8	"1918"
23	2	23.4	"1918"
24	2	24	"1918"
25	2	24.2	"1918"
26	2	23.8	"1918"
27	2	22	"1918"
28	2	20.6	"1918"
29	2	17.8	"1918"
30	2	21.4	"1918"
31	2	21.8	"1918"
32	2	22.5	"1918"
33	2	22.3	"1918"
34	2	23.8	"1918"
35	2	24	"1918"
36	2	25.2	"1918"
37	2	23.2	"1918"
38	2	26.8	"1918"
39	2	23.3	"1918"
40	2	22.2	"1918"
41	2	23.7	"1918"
42	2	23.5	"1918"
43	2	19.3	"1918"
44	2	25.6	"1918"
45	2	21.5	"1918"
46	2	21.5	"1918"
47	2	19.6	"1918"
48	2	21.8	"1918"
