1.193823,1.049117,1.085294,1.121471,0.795882,0.904411,0.904411,0.868235,1.085294,0.904411,0.904411,0.904411,0.795882,0.795882,0.832058,0.940588
1.031029,0.81397,1.302353,1.085294,0.904411,0.615,0.832058,0.97676,0.940588,0.868235,0.868235,0.615,0.940588,0.868235,1.121471,0.795882
1.338529,1.012941,1.085294,1.085294,1.012941,0.904411,0.795882,0.904411,0.832058,0.97676,0.940588,0.904411,1.012941,0.904411,0.868235,0.868235
0.940588,1.012941,0.651176,0.97676,0.97676,0.868235,0.687352,0.97676,0.97676,0.940588,0.832058,0.904411,1.012941,1.157647,0.904411,0.651176
1.374705,1.085294,1.012941,0.904411,0.868235,1.193823,0.904411,0.97676,1.085294,1.157647,1.193823,1.302353,0.97676,1.157647,1.121471,0.904411
1.049117,1.338529,0.97676,1.012941,0.940588,1.23,0.97676,1.012941,1.193823,1.193823,0.940588,0.651176,0.940588,0.904411,1.23,1.193823
1.012941,1.049117,1.157647,0.868235,1.085294,0.832058,1.085294,1.012941,1.157647,0.940588,1.085294,0.97676,0.904411,0.940588,0.868235,0.832058
0.904411,0.868235,1.085294,0.97676,1.012941,1.157647,0.868235,1.085294,1.302353,1.302353,1.049117,0.723529,0.97676,0.940588,0.904411,1.157647
1.23,1.049117,1.266176,1.447058,1.23,1.23,0.868235,1.012941,1.085294,1.193823,1.157647,0.832058,0.832058,0.795882,1.012941,0.940588
1.085294,1.012941,1.085294,1.157647,1.085294,1.121471,1.374705,1.157647,1.121471,0.940588,0.868235,0.795882,0.832058,0.832058,0.97676,1.012941
0.832058,1.23,0.832058,1.157647,1.085294,1.085294,0.50647,1.121471,1.302353,0.97676,0.940588,0.940588,0.651176,1.049117,0.97676,0.940588
1.338529,1.23,1.23,1.266176,1.121471,0.795882,0.940588,1.193823,1.121471,0.795882,0.904411,0.868235,0.723529,1.049117,1.012941,0.832058
1.157647,0.940588,0.868235,0.940588,0.940588,1.085294,0.97676,1.085294,1.049117,0.868235,1.012941,0.940588,0.832058,0.904411,0.832058,1.012941
0.904411,0.832058,1.23,1.193823,0.904411,0.615,1.012941,1.103382,0.940588,0.940588,0.868235,0.904411,0.832058,0.868235,1.012941,1.302353
1.157647,0.868235,1.23,1.085294,0.97676,1.157647,0.97676,1.012941,1.085294,0.904411,1.085294,1.085294,0.904411,0.832058,0.868235,1.266176
0.97676,1.193823,1.23,1.157647,1.085294,0.832058,0.868235,0.832058,1.012941,1.012941,0.904411,0.904411,0.832058,0.868235,0.940588,0.904411
1.049117,0.81397,0.868235,1.302353,1.266176,0.832058,1.012941,1.012941,0.97676,1.012941,0.723529,0.868235,0.542647,0.615,0.868235,0.651176
1.012941,1.193823,1.121471,0.97676,1.085294,1.23,1.193823,1.157647,1.049117,1.193823,1.012941,0.904411,0.615,0.868235,0.795882,1.121471
0.904411,0.868235,0.940588,1.23,1.121471,1.157647,1.012941,1.049117,1.157647,1.103382,0.868235,0.795882,0.651176,0.868235,0.832058,1.121471
0.723529,1.085294,0.904411,1.23,1.23,0.832058,1.012941,1.302353,1.23,0.795882,1.012941,0.832058,0.687352,0.795882,0.651176,0.795882
0.832058,0.795882,0.904411,0.940588,1.374705,0.940588,1.085294,0.904411,0.940588,1.049117,0.940588,0.940588,0.795882,0.723529,0.832058,0.868235
0.868235,0.795882,1.049117,0.940588,1.121471,0.868235,0.832058,0.868235,0.940588,0.795882,0.795882,0.940588,0.868235,0.940588,0.868235,0.795882
0.940588,1.049117,1.012941,0.868235,1.049117,1.193823,0.832058,0.868235,0.868235,0.868235,0.615,0.868235,0.97676,0.97676,0.940588,0.578823
0.832058,0.97676,0.795882,0.868235,1.085294,0.940588,0.904411,0.832058,0.868235,1.23,0.795882,0.795882,0.868235,0.651176,0.904411,0.578823
1.085294,1.085294,0.97676,1.157647,0.868235,1.012941,1.121471,1.049117,1.085294,0.868235,0.723529,0.832058,0.904411,0.578823,0.651176,0.615
1.085294,1.157647,1.085294,0.940588,0.97676,1.23,1.23,1.085294,0.904411,0.868235,0.578823,0.940588,0.868235,1.012941,1.085294,0.795882
0.868235,0.940588,0.904411,0.868235,1.157647,1.266176,1.085294,1.23,1.012941,0.832058,0.542647,1.049117,1.193823,1.157647,1.012941,0.868235
