14.515,15.8757,23.5868,33.5658,40.3697,39.9161,34.9266,22.226,16.7829,21.3188,32.6587,20.4117,28.5763,18.5973,37.6482
17.2365,15.4221,29.9371,19.0509,20.4117,31.7515,34.0194,39.0089,22.6796,20.4117,25.4012,24.9476,17.2365,27.2155,28.1227
21.7724,18.1437,24.9476,25.4012,17.2365,15.8757,30.8443,10.5045,22.6796,41.2769,38.1018,37.6482,11.3398,22.6796,27.6691
25.4012,18.1437,19.0509,35.8338,33.5658,30.8443,22.226,27.6691,14.0614,27.2155,21.3188,20.0299,27.2155,36.2874,13.6078
24.9476,29.4835,22.6796,22.226,16.7829,23.1332,21.7724,36.2874,17.2365,37.1946,36.2874,23.5868,28.5763,38.1018,27.6691
19.0509,24.0404,32.2051,29.9371,16.3293,19.0509,24.9476,20.8652,36.2874,25.8548,47.6272,44.4521,37.1946,17.2365,40.8233
23.5868,17.2365,17.2365,38.1018,18.1437,20.8652,34.9266,29.9371,29.0298,21.3188,30.3907,23.5868,25.4012,26.3084,30.8443
28.1227,31.2979,29.9371,32.6587,21.3188,29.4835,24.0404,22.226,28.1227,20.4117,29.9371,31.2979,36.2876,32.1332,31.7515
29.0299,14.0614,14.9685,31.2979,19.5045,28.5763,43.0913,15.4221,36.2874,14.0614,17.2365,46.2664,30.3907,35.8338,48.988
20.8652,20.8652,24.494,31.7515,28.5763,29.9371,31.2979,23.5868,49.8952,18.1437,23.5868,29.9371,21.7724,23.1332,40.8233
32.2051,27.6691,19.9581,26.3084,12.7006,30.3907,29.4835,24.494,18.1437,32.2051,36.2874,41.2769,28.1227,51.7095,39.9161
20.8652,14.0614,16.7829,26.3084,24.9476,16.7829,29.4835,29.9371,37.6482,24.9476,34.473,24.9476,22.6796,27.2155,56.699
24.494,38.5554,31.7515,24.494,28.5763,21.7724,36.2874,29.0299,26.3084,36.741,25.4012,29.483,25.8548,42.1841,38.1018
29.9371,19.5045,21.3188,19.0509,19.9581,25.4012,27.2155,19.9581,30.3907,43.5449,51.7095,26.3084,24.9476,28.5763,20.8652
30.8443,35.3802,12.7006,18.1437,34.473,26.3084,23.1332,35.8338,21.3188,30.3907,45.3592,36.2874,31.7515,32.6587,41.7305
31.2979,30.3907,13.6078,43.9985,25.4012,24.9476,14.9685,19.5045,47.6272,22.6796,49.8952,34.9266,19.0509,37.6182,49.4416
17.6901,34.0194,15.4221,34.0194,40.8233,33.1126,38.5554,38.5554,38.1018,18.1437,36.2874,34.0194,18.5973,11.7934,23.5868
30.3907,25.4012,25.4012,41.7305,14.9685,25.8548,22.6796,21.7724,29.9371,33.5658,39.0089,38.5554,6.8039,13.6078,43.5449
30.8443,24.494,20.8652,35.3802,13.6078,28.5763,19.5045,24.9476,18.5973,45.3592,16.3293,22.226,19.0504,31.7515,19.0509
30.3907,24.9476,19.5045,24.9476,18.5973,34.9266,22.6796,43.5449,37.1946,22.226,33.5658,70.7604,30.8443,87.6691,33.1122
31.2979,29.4836,28.5763,39.4625,30.8443,24.0404,12.7006,36.2874,28.1227,27.2155,35.3802,29.4835,23.1332,20.8652,34.0194
27.6691,19.9581,20.8652,29.4835,22.6796,21.3188,16.3293,47.6272,36.8874,38.1018,48.0808,10.4326,24.0404,36.741,31.7515
31.7515,19.0509,39.0089,31.7515,27.6691,24.494,11.3398,8.1647,32.6587,49.8952,25.4012,30.8443,18.1433,16.3293,30.3907
