8.3,7.9,9.3,9.2,8.0
7.3,8.4,9.8,11,8.9
6,8.0,8.5,10.7,9.9
6,9.3,7.5,8.7,7
7,8.3,7.7,7,8.7
6.3,7.4,6.9,9.2,8.2
6.8,6.8,7.9,8.8,8.6
5.8,7.7,8.5,10.8,3.8
6,7.4,8,8.6,9.8
5.9,8.3,8.1,10.4,7.8
7.4,7.1,8.3,8.7,11.4
6.2,7.7,9.2,11.5,7.9
7.1,9.1,8.4,11.4,10.7
6.4,7.8,8.6,11.5,7.6
8.5,7.1,8.7,10.5,10.7
8,9.3,8.5,11.5,8.2
6.4,8.1,11.5,9.8,7.8
7.5,8.5,11.7,8.3,9.1
8.5,7.5,7.5,9.5,10.4
7.3,10.1,10.5,10.6,9.3
7,10,10.4,11.3,10.1
7,8.4,7.3,11.3,9.3
7.4,6.5,7.9,12.4,11.9
7.2,6.6,10.3,10.4,10.3
6,8.5,10.2,10.8,9.4
6.4,9.9,9.5,11.9,7
6.9,9.6,12.7,11.5,8.3
7.1,11.8,12.1,10.9,11.1
8.9,9.5,12.2,12.5,9.1
7.5,11.8,10.2,11,8.5
7.8,10.2,9.9,12.4,9.3
7.4,10.3,12.3,14.8,12.1
7.9,9.7,13.1,14.2,9.9
6.3,11.3,14.1,10.9,8.4
7.2,10.5,11.9,11.9,7.4
7.4,10.4,11.2,13.3,7.2
6.5,11.5,11.4,10.9,9.7
7.3,9.1,12.8,10.8,10.1
7.2,10.4,12.7,9.9,10.5
8.6,12.2,10.1,13.3,13.3
8.2,9.9,12.5,13.3,9.6
7.7,10.8,12.2,13.1,12.5
8.9,10.4,9.9,14.2,12.6
9.1,9.9,11.2,12.7,9.3
8,11.9,10.6,13.4,10.4
9.1,13.2,12.5,11.9,9.2
9.1,13,11.5,13.9,10
7,10.6,9.7,14.1,10.4
9.7,13.7,9.1,13.4,12
7.9,12.7,12.6,15.2,10.4
7.3,10,9.2,12.7,12.7
7.7,10.4,10.6,13.9,10.7
9.2,9.6,9.4,12.2,12.1
8.9,10.6,12.8,14.4,12.7
9.7,13.1,10.5,12.6,12.1
8.7,10,11.3,12.7,10.7
9,10.3,9.3,15.9,9
8.3,13.3,12.1,14.8,13.7
9,10.6,9.9,14.3,11
7,10,11.4,11.7,14.1
9.3,12.2,9.1,11.7,14.1
10.3,12.4,10.5,12.8,13.8
9.9,12.4,11.9,9.6,11.8
9,10.7,12.5,13.9,11.3
7.9,10.7,12.3,12.5,11.7
7,10.9,9.5,11.3,10.7
8.5,12.1,10.5,12.4,13.3
8.3,14.3,11.9,11.7,13.9
7,11.6,9.8,12.2,10.9
9,10.2,9.5,11.2,11.8
6.9,9.2,9.9,11.3,11.5
9.9,9.9,14.3,12.7,14.1
6.9,9.1,8.8,15.2,13.7
8.3,10.5,9.2,13.5,13
9.1,9.4,12.6,13.7,14.3
8.3,9.2,11.1,10.5,11.9
10.5,8.6,10.9,10.6,10.1
8.7,11,10.5,11.5,11.7
8.4,12.5,11.3,12.4,11.1
10.3,12.4,10.7,12.9,14
8.4,10.2,13.5,11.9,9.8
7.7,12.5,11.1,10.5,13.9
10.8,12.2,13.3,12.9,9.2
8.5,10.9,14.7,11.6,10.7
9.6,10.4,11.7,10.2,12.1
6.4,11.6,13.2,12.7,11.4
10.9,10.3,15.5,14.8,10
8.8,10.2,12.1,12.4,11.9
10.6,12.4,14.1,12.4,14.5
8.1,12.3,12.2,13.9,13.9
7.6,12.2,11.7,11.9,10
7.1,10.4,9.7,10.6,10.3
6,13.5,11.1,14.1,10
9.9,11.9,10,13.4,9.9
11.1,9.2,15.3,4.3,12.4
7.3,10,14.9,13.1,13.8
9.6,11.1,15,11.3,11.2
8.2,12.9,15.3,15.1,11.5
9.9,9.7,13.1,12.4,10.2
7,11.3,14.9,11.9,12.3
9.2,11.9,15.7,13.2,13.7
10.3,13.4,14.3,15.4,11.1
8.1,12.3,11.5,13.3,10.5
9,12.1,10.3,12,13.9
8,11.1,12.5,9.5,12.5
9.6,11.6,15.5,11.1,13.3
10.4,11.4,16.5,10,11.1
8.7,13.5,17.4,11.7,11.5
8.5,16.1,13.8,12.9,12.1
10.9,11.8,12,11.5,12
9.4,9.5,13.2,12.3,14.7
7.7,11.2,17.2,12.1,13.4
8,10.1,15.5,11.4,14.3
7.8,9,12,11,13.4
9.6,10.7,13.1,13.9,14.2
10.4,13.3,15,11.9,10.3
7.7,12.3,15.9,12.4,12.3
9.9,12,12.7,12.4,10.4
10.1,11.7,12.4,10.4,11.7
8.7,10.9,11.5,13.5,12.8
7.7,10.7,11.4,9.1,12.5
5.2,11.1,12.6,10.4,10.5
10.1,11.6,10.4,11.5,12.1
8.4,11.2,10.4,11.2,12.3
8.7,9.7,11.3,12.3,10.1
7.4,13.2,13,13.2,11.5
8.4,10.1,12.3,13.9,10.9
10,10.6,10.5,14.4,13.4
9.6,13.1,12.4,10.4,14.3
7.6,12.9,10.9,8.1,12.7
8.7,12.9,13,12.6,11.4
9.5,11.7,15.4,12.9,10.7
8.4,13.8,12.2,12.4,12.8
9.1,11.9,12.5,12.9,12.7
6.3,13.3,12.7,13.4,10.2
7.5,12.7,15.7,14.6,12
8.7,11.7,12.9,14.1,13.4
6.1,13,14.1,13.3,12.5
8.7,12.1,12.6,11.7,11.9
8.3,9.8,13.1,11.5,11.4
7.3,11.4,14.1,11.5,11.7
8.7,11.7,10.9,11.3,11.5
7.3,11.4,11,12.1,11.7
9.3,10.7,9.1,11.5,10.3
7.6,12,12.7,11.4,13.1
7.6,11.7,14.5,14.1,10.4
6.3,11.5,12.6,13.6,10.6
6.6,10.4,12.3,12.6,9.2
6.8,12.7,11.3,14.5,10.1
7,11.9,10.7,13.3,9.7
6.2,11.9,12.5,10.5,10.3
7.1,11.9,10,12.5,9.5
8,12,11.3,13,11.3
6.2,13.5,12.3,15.2,12.1
5.9,12.7,9.8,13.7,11.9
8.4,19.9,8.5,13.1,12.2
7.1,13.1,10.3,14.8,10.5
11.1,12.1,10.6,13.1,9.3
12.2,12.1,13.3,12.9,9.9
8.6,10,10,12.7,10.4
10.7,12,9.4,14.3,8.9
10.7,11.7,10.5,16.7,8.1
10,14.1,11.1,15.5,11.7
9.2,14.2,12.7,11.5,10.5
8.8,13.6,13.9,13.4,13
8.1,13.9,13.4,13.9,11.3
7.2,11.9,12.5,13.2,12.4
7.2,9.3,10.4,14.6,13.7
8,11.6,8.3,13.3,12.3
8.5,11.2,13.3,15.2,11.7
9.2,10,14.2,13.9,11.5
10.3,10.8,14.4,12.8,12.3
10.9,10.9,14.2,10.2,11.1
10.2,11.9,15.3,13.7,10.3
12.4,12.2,15.9,13.7,10.3
12.1,12.4,14.2,13,9.4
11.6,10.3,11.9,10.8,10.1
13.5,12.7,14.5,10.4,9.2
10,10.1,13.7,13.1,13.3
12.3,11.9,13.3,11.9,13.7
10.1,9.7,14,12.9,12.6
9.1,11.1,13.4,13.2,12.3
11.5,9.5,14.5,15.1,13.5
14.1,9.9,13.7,11.5,10.9
12.1,8.9,11.4,11.1,12.2
10.7,12.1,13.8,11.5,11.5
11.7,11.3,13.3,13.7,9.9
12.9,9.8,13.3,13.7,10.7
14.3,9.6,11.7,13.9,11
11.3,12.5,12.3,10.3,11.9
9.8,12.5,11,10.5,8
12.5,12.3,9.5,11.9,10.3
13.8,13,11.7,13.1,10.1
12.3,11.8,14.5,12.2,10.9
12.3,13.9,14.3,12.9,12.1
12.4,12.5,11.8,10.8,12.1
10.7,11.7,11.8,13.1,11.5
11,11.5,12.7,14.9,11.7
13.6,11.9,12.6,13.5,11.1
14.1,9.7,14.4,12.4,10.4
10.5,8.9,15.6,11.4,9.9
14.1,10.5,12.3,13.3,12.9
9.3,8.7,10.3,13.4,12.1
10.4,10.5,12.9,13.7,11.4
10.8,9.8,10.9,11.5,9.7
9.6,9.6,12.9,10.8,9.9
8.4,11.9,11.5,12.9,10.4
9.7,13,13.1,11.2,10.6
10.7,10.9,13.1,12.4,10.7
11.7,10.5,13,10.9,9.4
9.3,9.6,10.8,10.4,11.8
10.5,10.3,12.2,12.5,9.4
10.2,11.7,14.9,11.3,11.1
11.7,9.7,11.6,10.7,11.1
10.2,12,12.1,13.1,10.6
11,11,11.7,10.2,10.5
12.4,10.7,10.7,10.3,11.5
13.7,10.6,10.7,12.2,13.9
12.2,9.7,9.4,12.3,13.1
11.3,10.7,11.3,14.5,10.4
11.1,10.8,9,11.5,10.3
12.1,11.7,12.4,11.7,13.5
11.3,11.4,12.3,13.4,11.3
11.1,8.8,12.6,13.4,9.9
11.6,8,13.1,10.5,11.2
12.4,10.6,11,13.1,10.4
13.5,10.1,10.3,10.9,12.1
13.4,11.1,13.8,11.3,11.6
13.5,14.5,12.3,11.8,12.9
10.6,11.5,11.1,11.5,11
12.2,11.1,12.8,10.9,11.4
12.1,7.6,11.4,10,12
11.9,9.1,13.9,12.2,10.1
10.5,11.2,11.8,12.4,11.2
8.4,8.4,11.2,12.4,12.5
11.4,11.2,10.2,12,10.2
13.4,10.8,12.3,12.9,11.9
14,14.2,7.7,12,10.9
12.9,10.3,12.6,10.7,10.5
10.7,9.8,10.3,12.3,13
10.5,10.4,10.8,10.4,11
9.8,11.7,11.5,12.2,11.4
12.4,11.4,11.4,14.1,12.1
11.5,10,9.1,12,10.9
11.3,11.6,11.3,12.1,12.1
12.3,10.9,10.4,11,9.9
10.1,12.7,11.4,10.8,9.9
12.3,10.4,13.9,13,11.6
12.1,11.3,12.8,11.1,10.8
11.4,13.7,13.4,14.1,11.7
10.4,9.4,13.2,11.3,11.2
9.3,10.3,14.7,13.8,10
11.1,11.9,12.9,10.8,10.3
11.1,10.5,15.1,13.7,12.2
NA,NA,NA,NA,NA
9.9,11.3,12.1,11.7,10.8
11.3,11.3,11.7,12.5,11
9.3,10.8,10.5,11.1,12.2
7.3,10.9,12.2,11.5,11.5
7.9,9.4,10.9,12.6,13.7
8,9.9,10.3,11.1,12.1
8.3,12.5,11.7,9.9,12.8
7.5,12,12,12.7,13.1
8.7,12.4,11.8,11.5,12.3
11.3,13.4,11.5,11.6,11
11.9,12.5,10.9,13.2,10.8
12.8,13.7,11.7,12,9.3
8.5,13.3,15,11.7,12
10,11.7,13.7,13.1,11.1
8.6,12.71,15.9,12.2,9.7
8.9,12.5,12.9,10.7,9.5
8.9,13.5,15.7,11.8,10.3
7.5,12,12.8,12.4,9.2
8.5,13.4,11.7,11.8,10
12.3,15.4,10.4,9.2,12.3
9.1,12.4,12.1,12.3,10.9
10.9,11.8,10.7,12.6,9.1
10.7,13.1,12.8,12.8,9.4
12.2,13.9,9.3,11.7,11.3
12.4,13.3,10.5,12.1,9.8
13.1,13.2,10.9,11.9,14.1
11.9,11.9,12.3,12.3,12
10,12.6,11.7,11.2,11
11.7,11.5,12.2,11.5,7.6
14.4,12.9,12.4,10.9,11.7
12.3,13,14.4,10,11.1
12.1,14.3,15.1,9.9,8.7
10.7,12,13,11.4,9.4
11.5,12.7,9.8,11.1,10.1
9.6,12.3,9.7,10.6,9.7
11,13.7,9.5,9.6,11.9
11.4,13.9,12.3,10.4,10
11.6,12.2,14.2,9.3,9.5
12.2,11.7,12.7,10,9.4
12.1,13.5,10.3,9.9,9.1
12.3,12.9,9.2,9.9,9.8
11,13.6,11.5,10,9.1
9.1,14.2,12.1,9.1,8.9
9.2,12.6,12.5,11.5,9.2
12.1,11.7,13.4,12.9,9.9
