8.77,27.96,40.75,8.77,-36.02,2.37,-36.02,-36.02,-36.02,-29.62,-42.42,-10.43,8.77,4.93,8.77,27.96,-4.03,-4.03,-10.43,-10.43
34.36,21.56,34.36,-36.02,-42.42,-23.22,-23.22,2.37,22.84,-48.82,-23.22,11.32,-36.02,-9.15,-16.83,-4.03,-10.43,-16.83,-23.22,11.32
53.55,53.55,27.96,-16.83,-36.02,53.55,2.37,-29.62,8.77,27.96,27.96,-42.42,-48.82,-10.43,2.37,8.77,2.37,15.16,2.37,-16.83
21.56,53.55,2.37,-16.83,-23.22,-48.82,-36.02,2.37,-4.03,-36.02,-4.03,27.96,-4.03,2.37,-48.82,-42.42,-42.42,-29.62,-16.83,27.96
2.37,2.37,34.36,-23.22,34.36,-36.02,49.71,2.37,-0.19,-29.62,-29.62,-36.02,-36.02,-42.42,8.77,15.16,15.16,-4.03,-16.83,-10.43
2.37,-10.43,21.56,31.80,22.84,-23.22,-33.46,-2.75,47.15,-42.42,59.95,34.36,27.96,40.75,22.84,27.96,25.40,27.96,21.56,8.77
-4.03,8.77,27.96,-42.42,8.77,-36.02,-36.02,-15.55,-16.83,-29.62,2.37,-28.34,27.96,-36.02,2.37,47.15,22.84,8.77,-4.03,-28.34
2.37,-4.03,-29.62,2.37,59.95,-10.43,-4.03,-7.87,-29.62,-33.46,-23.22,43.31,-28.34,40.75,-36.02,21.56,-7.87,2.37,-4.03,-33.46
-2.75,2.37,-48.82,34.36,34.36,-16.83,2.37,34.36,-12.99,-29.62,-4.03,8.77,22.84,-10.43,34.36,2.37,15.16,8.77,8.77,-29.62
-10.43,-23.22,-16.83,22.84,34.36,34.36,47.15,21.56,8.77,-4.03,47.15,34.36,40.75,15.16,-36.02,21.56,-4.03,-4.03,8.77,-4.03
21.56,15.16,8.77,59.95,22.84,15.16,33.08,47.15,47.15,15.16,-16.83,66.35,-10.43,15.16,40.75,21.56,27.96,21.56,21.56,15.16
27.96,-16.83,-2.75,15.16,-36.02,-42.42,-14.27,59.95,15.16,40.75,-36.02,-42.42,40.75,8.77,21.56,-10.43,2.37,2.37,8.77,40.75
27.96,40.75,34.36,8.77,15.16,21.56,27.96,-6.59,-10.43,2.37,-16.83,-48.82,-42.42,-23.22,-33.46,15.16,-10.43,-10.43,-16.83,2.37
2.37,-4.03,8.77,2.37,15.16,2.37,-23.22,-28.34,-36.02,-16.83,-2.75,8.77,-16.83,-42.42,-42.42,-23.22,-29.62,-36.02,-23.22,-36.02
-48.82,-42.42,47.15,2.37,40.75,8.77,-42.42,-25.78,21.56,-23.22,-48.82,-4.03,-10.43,-48.82,-48.82,-29.62,-36.02,-42.42,-36.02,2.37
-10.43,8.77,8.77,2.37,8.77,2.37,27.96,-10.43,2.37,47.15,27.96,8.77,27.96,-48.82,-36.02,-36.02,-36.02,-42.42,-10.43,-16.83
-16.83,-4.03,34.36,2.37,47.15,34.36,-23.22,-4.03,21.56,34.36,2.37,15.16,27.96,-4.03,2.37,-15.55,-6.59,-6.59,8.77,-23.22
21.56,-10.43,21.56,8.77,15.16,47.15,8.77,8.77,34.36,53.55,40.75,34.36,8.77,-10.43,-16.83,-23.22,-23.22,-16.83,2.37,-10.43
-7.87,-4.03,15.16,8.77,34.36,22.84,8.77,-7.87,21.56,27.96,8.77,12.60,8.77,-27.06,-23.22,-29.62,-29.62,-28.34,-10.43,-6.59
-2.75,-0.19,12.60,19.00,22.84,8.77,15.16,2.37,2.37,8.77,-2.75,11.32,2.37,-16.83,-10.43,-10.43,-10.43,-10.43,-4.03,-23.22
