671,657,703,755,760,686,592,739,732,710,753,680,680,677,795,723
658,713,613,632,667,645,660,768,786,768,666,843,795,763,716,741
657,671,623,715,543,613,640,798,759,764,995,793,936,755,792,838
642,680,654,673,760,709,682,724,774,860,787,725,664,851,690,770
735,580,620,675,765,742,772,698,652,661,768,777,745,768,851,719
575,598,705,642,704,643,650,572,752,740,863,680,722,723,703,756
727,633,615,685,662,639,657,608,620,624,745,764,703,752,788,682
572,373,560,645,692,644,632,574,606,648,806,791,629,650,679,588
580,425,732,730,706,732,736,655,673,793,765,576,609,568,728,620
588,526,596,777,776,779,721,728,694,742,665,621,611,623,646,617
617,683,726,835,668,664,691,770,775,685,723,583,580,395,511,653
602,662,640,700,650,655,563,600,730,690,713,530,568,410,478,636
665,736,630,598,895,592,593,659,718,705,667,585,560,655,633,733
609,706,790,678,695,715,622,658,597,632,713,585,657,495,618,652
