2.45,1.85,1.85,1.40,2.00,2.10,1.75,1.80,2.20,1.70,1.75,2.10,1.40,1.80,1.65,1.90,1.70,2.20,1.85,1.90
2.20,1.65,2.10,2.15,1.90,2.30,1.60,1.90,1.75,2.05,2.05,1.65,1.65,2.10,2.00,2.00,2.10,1.65,1.60,2.15
2.10,1.75,1.50,2.00,1.80,1.95,1.90,1.60,1.90,2.05,1.95,2.00,1.60,2.15,2.35,1.70,1.65,1.55,1.55,2.10
2.00,2.00,2.10,1.70,1.80,1.65,1.70,1.65,1.55,2.25,1.75,1.90,1.65,1.70,1.70,1.85,1.85,2.00,2.15,1.65
2.00,1.90,1.35,2.25,2.15,1.70,2.10,1.80,1.80,1.70,1.90,2.10,1.45,2.20,2.00,2.20,2.00,1.85,2.15,1.95
2.35,1.90,2.20,2.10,1.40,2.10,2.20,1.95,1.60,2.00,2.10,1.85,2.00,1.95,1.60,2.00,2.10,1.85,2.15,1.65
1.95,1.95,1.75,2.20,1.50,1.60,1.85,1.90,1.65,1.90,1.85,2.00,1.70,2.00,1.65,1.60,1.80,1.95,1.90,1.45
1.70,1.90,1.80,2.00,1.60,1.70,1.65,2.00,1.95,1.90,2.00,1.90,1.80,1.60,1.70,2.00,1.60,2.00,1.95,1.70
1.60,2.05,1.95,2.00,1.60,1.95,2.10,1.80,1.85,2.25,1.75,2.05,1.90,2.25,1.90,1.70,1.75,2.25,2.10,1.80
1.75,2.05,1.65,2.20,1.45,2.05,1.55,1.90,1.60,2.10,2.15,1.65,1.65,2.00,1.60,1.70,1.60,1.60,1.85,1.70
1.35,1.75,1.65,1.65,1.35,1.80,1.80,1.70,1.60,2.00,2.35,2.10,1.95,2.00,2.20,2.00,1.65,2.20,1.95,1.95
2.10,2.05,1.85,1.65,2.00,2.05,1.80,1.65,1.95,2.00,2.00,1.45,2.00,2.10,1.80,2.10,1.80,2.00,1.65,1.70
1.80,2.10,2.20,1.90,1.80,2.00,2.00,1.65,1.80,1.75,1.80,1.80,1.65,2.55,2.30,1.90,1.90,2.00,1.65,2.05
2.15,1.90,1.60,2.00,1.35,1.95,1.55,1.65,1.70,2.15,2.40,2.10,1.75,2.20,1.90,2.10,1.80,2.20,1.80,1.70
1.60,1.80,2.30,2.10,1.60,1.95,1.70,1.80,1.75,2.10,2.15,2.10,2.15,1.80,1.90,1.90,1.90,1.80,1.70,1.95
1.65,1.80,2.30,1.60,1.75,2.00,1.75,2.30,1.65,2.15,2.30,2.15,1.80,2.10,1.70,2.15,1.80,1.80,1.75,2.00
1.70,1.80,1.65,2.25,2.25,2.00,2.00,1.50,1.65,1.65,1.55,1.70,2.00,2.00,1.65,1.90,1.65,1.65,1.65,1.85
1.65,1.90,1.75,2.00,2.05,2.25,2.15,1.65,1.70,1.70,1.90,1.95,1.60,2.10,2.00,1.40,2.10,1.65,2.15,1.65
1.80,1.75,2.10,2.15,1.50,1.65,1.90,1.65,1.85,1.85,2.20,1.90,2.00,2.10,1.75,1.90,1.75,2.15,1.80,1.65
1.45,1.85,1.75,2.20,1.90,2.15,2.10,1.60,1.80,1.80,1.75,1.80,1.75,2.15,1.85,1.65,1.90,2.10,2.15,2.50
