1.70,1.75,1.70,1.70,1.95,1.85,1.40,1.45,2.05,1.95,1.70,1.90,2.30,1.40,1.65,1.50,1.80,1.55,1.75,1.80
1.55,1.40,1.30,1.45,2.15,1.65,1.85,1.80,1.30,1.40,1.45,2.15,1.30,2.15,1.60,2.15,1.55,1.75,2.00,1.60
1.60,1.75,1.60,1.75,1.40,1.65,1.35,1.95,2.20,1.70,1.80,1.65,1.60,1.55,1.45,1.70,1.80,1.80,1.80,2.10
1.70,2.00,1.75,1.25,1.30,1.45,1.90,1.85,1.80,1.15,1.75,1.35,1.70,1.40,1.60,2.00,1.90,1.90,1.70,1.50
1.35,1.75,2.00,1.30,1.80,1.45,1.75,2.10,1.35,1.40,1.60,1.65,1.80,1.95,1.50,1.45,1.70,1.65,1.65,1.80
1.40,1.70,1.65,2.15,2.00,2.05,1.60,1.45,1.20,1.60,2.05,1.70,1.80,2.10,1.85,2.00,1.80,1.45,2.10,1.65
1.45,1.40,1.85,1.85,1.45,1.50,1.65,1.45,1.65,1.30,1.40,1.65,1.70,1.40,1.65,1.55,1.65,1.70,1.90,1.80
1.70,1.50,1.65,1.65,1.45,1.85,1.80,2.05,1.80,1.45,1.35,1.50,1.80,1.75,1.65,1.70,1.65,1.75,1.80,2.10
1.50,1.85,1.35,1.95,1.45,1.80,1.60,1.50,1.90,2.00,1.55,1.45,1.50,1.45,1.70,1.90,1.90,1.35,1.85,1.45
1.60,1.55,1.90,2.00,1.40,1.30,1.40,1.50,1.45,1.40,1.70,1.45,1.60,1.75,1.55,1.30,1.65,2.00,1.55,1.65
2.00,1.60,1.80,1.90,1.70,1.70,1.40,1.45,1.80,1.45,1.45,1.30,1.65,1.80,1.80,1.60,1.60,1.70,1.45,1.50
1.60,2.00,1.45,1.55,1.95,1.55,1.40,1.40,1.80,1.45,1.45,1.50,1.55,1.65,1.75,1.65,2.00,1.80,1.60,1.80
1.85,2.00,1.75,1.60,1.70,1.50,1.60,1.65,1.55,1.90,1.45,1.40,2.00,1.40,1.75,1.95,2.10,1.25,1.70,2.05
1.75,1.90,1.60,1.75,2.25,1.40,1.55,1.45,1.35,1.65,1.35,1.60,1.75,1.95,1.70,2.30,1.90,1.45,1.75,1.80
1.55,1.65,2.05,2.00,2.05,1.85,1.40,1.40,1.60,2.05,1.35,1.45,2.00,1.70,1.65,1.70,2.20,1.45,1.65,1.95
1.45,2.10,1.50,1.40,1.70,1.45,1.55,1.40,1.65,1.85,1.30,1.80,1.45,1.70,1.65,2.15,1.75,1.70,1.45,1.55
1.45,2.15,1.65,1.45,2.15,1.75,1.95,1.60,2.00,1.80,1.65,1.60,1.65,1.40,1.50,2.10,1.95,2.15,1.65,1.70
1.65,2.20,2.05,1.95,1.75,2.00,1.30,1.35,1.80,1.60,2.05,2.10,1.40,1.60,1.45,1.55,1.75,1.70,1.80,1.80
1.85,2.30,1.65,2.00,1.80,1.95,1.90,1.45,1.80,1.70,1.55,1.80,1.65,1.65,1.45,2.15,1.90,1.50,1.95,1.80
1.95,2.30,1.80,1.65,1.70,1.90,1.45,1.05,1.65,1.70,1.85,1.95,2.05,1.90,1.70,2.10,1.40,1.45,1.55,2.05
